QNUM,CLUS,SELEC,TRLHD,SEASON,PRTYREP,ORIGIN,WEIGHT,TRAVEL,NUMHORS,HORSFED,HRSHNDL,FISH,HUNT,HIKE,NATUR,MTNCLM,RAFT,SWIM,PHOTO,OTHACT,NUMACT,GRIZOBS,BEAROBS,SUMBEAR,ELKOBS,DEEROBS,GOATOBS,MOOSOBS,SHPOBS,OTHROBS,NUMWOBS,SHOT1,SHOT2,SHOT3,STAY,FIRE,OUTFTR,MAPS,TYPMAP,SOLE,VISIT,AGEFST,PARENT,NEWAREA,EXPBOB,NUMBOB,AQUAL,DIFF,LOCCHO,WHOCHO,TIMCHO,TRLINF1,TRLINF2,TRLINF3,RESTRL1,RESTRL2,RESTRL,OTHRTRL,RESREJ1,RESREJ2,FSINFO,FSCONT,QUALINF,NUMVIS,NUMDAYS,SCENRY,FSHIMP,HUNTIMP,RELAX,EXERCZ,ESCAPE,DEVSKL,SOLTUD,CHALNG,AVDMEC,OTHRES,SATIS,HIPT1,HIPT2,HIPT3,LOPT1,LOPT2,LOPT3,SOLSTD,CAMPSOL,ESTCAMP,REJCOND,RESCOND,REJLOC,RESLOC,CMPSRCH,PROBCMP,TYPCMP,CROWD,NUMSEEN,LRGSEEN,HRSSEEN,NUMCMP,VISWLD,WCHWLD,HOWFAR,OFFTRL,LOOP,CRDPROB,CRDSPOT,WEAR,LITTER,WRONG,HITRHL,LOTRAIL,TRLLESS,TREES,SMLBRG,BIGBRG,PRIVY,FRPLC,FRRING,NATFIRE,CORRAL,NOHORSE,NOFIRE,TABLE,RATION,NOGRAZ,REQREG,NATFSH,SZLIMT,FT200,RMVRNG,EXSIGN,BURY,PWRSAW,GUIDBK,ACCMAP,ASSIGN,DNWOOD,FSHEAT,PAKOUT,WLDRNG,METRNG,COMENT,WLDIMP,BESTWLD,BESTREC,AGAIN,SIZE,LITBOY,LITGIRL,BOYS,GIRLS,FELLAS,GALS,MEN,WOMEN,TYPGRP,CLUB,TYPCLUB,NUMCLUB,CURRES,CHLRES,EDUC,STUDNT,OCCUP,FINCMT,MGTCMT,CMPCOD,CMPLIT,HMANUR,BAREGND,CMPREM,FWOODSC,TREEDGD,GRAZSCR,CMPOTHR,CMPLOCN,PORLOCN,WATLOCN,OCCLOCN,TRLLOCN,OTHLOCN
9062,0,0,49,1,1,594,14,1,,,,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,1,,,,,,,,1,,1,5,0,0,2,3,5,1,,,1,,,1,0,1,3,3,1,1,1,3,1,3,1,9,1,1,10,0,0,0,0,0,,,,,,,,,,3,0,0,0,0,9,2,99,99,9,1,,1,6,0,1,3,3,3,2,3,2,2,3,2,1,3,2,1,3,2,3,3,2,1,3,3,3,2,3,3,1,2,2,3,2,1,0,2,4,4,5,2,0,0,0,0,0,0,1,1,1,1,,,5,4,12,1,82,,,,,,,,,,,,,,,,,
9063,0,0,49,1,1,596,14,1,,,,1,1,2,2,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,0,5,1,1,,2,2,99,1,2,2,99,1,,1,,3,1,0,0,4,0,0,1,,,1,,,2,2,1,9,9,1,9,2,3,2,3,1,9,2,70,0,0,0,0,0,99,,,,,,,,,,2,1,0,0,0,9,2,99,99,9,1,,1,2,0,3,4,4,1,1,1,3,3,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,0,1,5,5,5,4,0,0,0,2,0,0,0,2,1,1,,,9,9,99,9,99,,,,,,,,,,,,,,,,,
9067,0,0,49,1,1,596,14,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,16,1,3,2,20,2,,1,,3,1,0,0,1,4,0,1,,,1,,,5,12,1,3,3,2,1,2,3,2,2,2,1,1,17,5,44,38,0,0,0,1,1,1,,1,,2,1,1,3,0,0,0,1,1,2,99,99,9,1,,2,2,6,3,3,3,3,2,2,1,1,2,3,2,3,3,1,3,4,2,2,1,1,3,3,1,1,3,3,1,1,1,3,3,1,75,1,4,4,5,2,1,0,0,0,1,0,0,0,1,1,,,2,3,15,1,10,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9069,0,0,50,1,1,596,14,9,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,0,5,9,1,,9,9,99,9,9,9,99,9,9,9,9,9,5,0,0,1,0,0,9,99,99,9,9,9,99,99,1,1,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,999,99,,,,,,,,,,9,999,999,999,0,1,2,5,0,1,9,99,9,9,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,9,9,9,2,0,0,0,0,0,0,0,2,3,9,9,9,9,9,99,9,82,,,,,,,,,,,,,,,,,
9070,0,0,50,1,1,595,14,1,,,,1,1,2,2,1,1,1,1,2,3,1,2,1,1,1,1,2,1,1,2,1,1,1,0,5,1,1,,1,2,16,2,2,2,9,1,9,1,,5,5,0,0,4,5,0,1,,,1,,,2,5,1,3,3,2,2,3,2,2,2,1,1,1,17,33,39,0,0,0,1,,,,,,,,,,3,0,0,0,0,2,2,23,0,1,1,,2,2,0,1,3,3,3,2,3,4,4,3,2,1,3,3,4,3,2,3,3,3,3,2,4,3,3,3,2,1,3,3,3,2,1,74,1,4,6,7,5,0,0,0,1,1,1,1,1,1,1,,,4,6,17,1,10,3,,,,,,,,,,,,,,,,
9071,0,0,50,1,2,594,14,1,,,,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,9,2,99,,,2,3,2,,2,3,,4,,,,,,,,,1,,,99,99,1,9,9,2,2,2,9,1,2,1,9,2,10,0,0,22,0,0,99,,,,,,,,,,1,0,0,0,0,2,2,14,0,1,9,99,9,9,99,4,1,1,1,3,3,3,3,9,3,3,2,9,3,4,4,3,3,3,3,4,3,3,3,3,3,1,3,3,4,3,1,0,1,9,9,9,6,1,0,0,1,1,1,1,1,1,1,,,4,2,99,1,82,,,,,,,,,,,,,,,,,
9072,0,0,50,1,1,596,14,1,,,,1,1,2,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,0,5,1,2,8,2,2,99,2,3,1,,,,2,2,,,,,,,,,,,1,,,2,2,1,1,1,1,2,1,2,1,2,1,9,2,1,0,0,15,0,0,1,,,,,,,,,,3,2,0,0,0,1,2,2,0,1,1,,3,2,0,4,3,3,3,2,3,3,2,3,1,2,2,4,4,3,2,3,1,1,4,3,3,1,4,3,3,1,3,2,3,3,1,0,1,4,4,5,5,0,0,0,2,0,1,1,1,1,1,,,4,1,14,2,80,,,,,,,,,,,,,,,,,
9073,0,0,50,1,2,986,14,1,,,,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,2,2,10,2,2,2,30,2,9,1,,2,1,0,0,4,0,0,1,,,1,,,1,1,1,9,9,1,9,1,9,9,9,9,1,1,70,0,0,0,0,0,0,,,,,,,,,,3,0,0,0,0,1,2,3,0,1,1,,2,2,0,2,2,9,1,1,1,1,1,3,3,2,3,3,2,3,4,2,3,3,3,3,1,3,3,2,3,1,3,4,3,2,1,0,1,4,4,5,5,0,0,0,2,0,0,1,2,1,1,,,1,4,17,1,81,,,,,,,,,,,,,,,,,
9075,0,0,50,1,1,598,14,1,,,,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,,1,2,30,1,1,2,3,2,,1,,4,4,0,0,2,3,0,1,,,1,,,2,21,1,9,9,1,1,1,9,9,9,1,9,1,10,0,0,0,0,0,3,3,3,1,,1,,1,1,2,3,2,0,0,99,2,2,31,0,1,1,,2,9,0,3,2,2,2,2,2,2,1,3,1,9,2,2,1,1,2,3,1,1,3,2,3,1,1,3,3,1,3,1,3,2,1,0,1,3,3,5,3,0,1,0,0,0,0,2,0,2,1,,,4,9,12,1,82,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9076,0,0,50,1,1,596,14,1,,,,1,1,2,2,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,2,6,2,2,1,,,,1,,3,4,6,3,3,5,0,1,,,2,1,1,16,22,1,3,3,1,2,1,2,1,2,1,9,1,10,2,0,38,0,0,0,,,,,,,,,,3,0,0,0,0,1,2,5,0,1,1,,1,1,0,1,3,3,3,1,1,1,1,4,3,1,3,3,1,3,3,2,2,3,4,3,1,1,1,2,1,1,3,3,3,4,1,0,1,9,9,7,4,1,1,0,0,1,1,0,0,1,2,7,5,1,6,16,1,10,1,,,,,,,,,,,,,,,,
9077,0,0,50,1,1,971,14,1,,,,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,3,1,1,1,12,3,1,2,1,1,2,2,2,1,1,,,,1,,1,3,0,0,7,0,0,2,99,99,2,2,1,15,40,1,1,3,2,1,1,1,2,1,1,1,1,6,39,0,0,0,0,2,1,9,2,8,2,5,2,1,1,6,12,0,3,99,2,4,98,0,2,1,,1,1,0,3,2,3,1,3,3,4,1,2,2,2,3,1,1,1,1,1,1,1,1,1,4,1,3,2,3,1,3,1,3,1,2,77,1,9,9,7,1,99,99,99,99,99,99,99,99,,1,,,4,5,16,1,10,,105,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1
9078,0,0,50,1,1,594,14,1,,,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,2,2,2,2,2,1,,,,2,2,,,,,,,,,,,1,,,2,1,3,3,3,2,3,2,3,3,3,3,2,2,70,0,0,0,0,0,0,,,,,,,,,,3,999,999,999,0,1,2,2,0,1,1,,2,1,0,2,2,3,2,2,3,1,1,2,2,3,3,1,2,3,1,2,2,3,1,3,1,1,2,3,3,2,3,1,3,3,1,0,2,4,4,5,3,0,0,2,0,1,0,0,0,3,1,,,5,5,11,2,80,,,,,,,,,,,,,,,,,
9081,0,0,50,1,1,594,14,1,,,,2,1,2,2,1,1,1,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,1,2,3,1,2,35,1,3,2,4,2,,1,,5,3,4,0,2,3,7,2,11,6,2,1,1,3,12,1,2,3,1,2,1,1,1,2,1,1,1,17,20,70,38,0,0,0,1,3,1,,1,,1,1,2,3,2,1,2,1,2,2,25,0,1,2,16,2,3,6,4,3,3,2,4,3,1,1,2,2,4,3,3,1,3,4,2,3,3,2,3,1,1,2,3,3,1,2,3,3,2,1,3,1,4,4,7,5,2,1,1,0,1,0,0,0,1,1,,,6,3,12,1,50,,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9083,0,0,50,1,1,949,14,1,,,,2,2,2,1,1,1,1,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,0,5,1,1,,1,1,,,,,,,,1,,2,4,5,0,1,7,0,1,,,1,,,1,99,1,2,2,2,3,1,3,2,3,1,1,1,1,59,10,0,0,0,3,,,,,,,,,,3,0,0,0,0,9,2,7,0,1,1,,6,1,0,1,3,2,2,3,3,1,1,3,2,1,1,1,2,2,2,1,3,3,2,3,1,3,1,3,3,1,2,3,1,1,1,0,1,9,3,5,2,0,0,2,0,0,0,0,0,3,1,,,4,4,11,2,80,,,,,,,,,,,,,,,,,
9084,0,0,51,1,1,74,14,1,,,,1,1,2,1,1,1,2,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,1,2,2,20,1,3,1,,,,1,,2,6,7,0,5,0,0,1,,,2,1,1,4,16,2,3,3,1,2,1,1,1,2,1,1,1,1,10,0,31,0,0,0,1,2,1,,2,5,2,1,1,4,4,0,1,3,2,2,34,0,2,1,,2,1,0,4,2,3,2,1,4,1,1,4,3,1,3,4,1,3,3,3,3,3,3,3,1,1,1,3,3,1,3,3,3,3,2,16,1,7,6,6,1,0,0,1,0,0,0,0,0,,2,1,2,4,4,16,2,80,,,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1
9092,0,0,51,1,1,594,14,1,,,,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,5,1,2,1,1,2,3,2,1,2,2,,,2,2,,,,,,,,,,,1,,,8,20,1,2,1,2,2,2,2,3,2,3,9,2,5,0,0,25,0,0,98,,,,,,,,,,6,0,0,0,0,2,2,6,0,2,1,,2,5,6,4,4,3,1,4,3,1,1,1,1,3,3,3,2,2,2,3,1,2,3,3,3,1,2,3,3,2,3,3,3,3,1,3,1,5,5,5,4,0,0,3,0,1,0,0,0,1,1,,,3,3,17,2,80,1,107,,,,,,,,,,,,,,,
9095,0,0,51,1,1,921,14,1,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,2,6,1,2,2,1,2,,1,,3,4,0,0,1,0,0,1,,,1,,,3,3,1,3,3,1,2,1,2,1,2,3,3,1,60,10,0,10,0,0,0,,,,,,,,,,3,1,0,0,0,2,2,20,0,1,1,,3,2,0,1,3,3,4,1,3,1,1,4,4,2,4,4,1,3,3,2,4,2,4,3,4,1,1,3,3,1,3,3,3,4,1,0,3,6,6,7,1,0,0,1,0,0,0,0,0,,1,,,6,6,12,2,60,,,,,,,,,,,,,,,,,
9096,0,0,51,1,1,148,20,4,6,1,8,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,0,5,2,1,,2,2,16,1,2,1,,,,1,,2,4,5,0,7,0,0,1,,,2,1,1,1,2,1,9,9,1,9,1,9,9,9,9,9,1,18,2,57,0,0,0,0,,,,,,,,,,9,1,0,0,0,2,2,6,0,1,1,,2,1,0,4,3,3,2,9,1,1,1,3,3,3,2,1,4,3,1,3,1,4,3,3,3,1,4,3,3,1,3,4,3,3,1,0,1,6,4,7,2,0,0,0,0,0,1,0,0,3,1,,,3,4,12,1,50,,108,,,,,,,,,,,,,,,
9097,0,0,51,1,1,596,14,1,,,,1,1,2,2,1,1,1,2,1,3,1,2,1,1,2,1,1,2,1,3,1,1,1,2,1,1,2,1,1,2,21,1,2,2,20,2,9,1,,5,1,12,0,1,4,0,1,,,1,,,2,5,1,9,9,1,9,1,9,1,9,1,9,1,46,33,0,25,0,0,0,1,1,1,,1,,2,1,3,3,0,0,0,99,9,1,99,99,9,1,,1,2,6,3,1,1,2,1,3,4,4,4,1,4,3,4,4,4,4,3,1,4,3,1,3,1,3,3,3,4,3,3,3,3,1,0,1,9,9,1,4,0,0,0,0,1,2,1,0,3,1,,,4,1,14,1,40,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9098,0,0,51,1,1,594,14,1,,,,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,0,5,1,1,,2,2,23,1,3,1,,,,1,,4,1,0,0,1,7,0,1,,,1,,,1,1,1,2,3,1,1,1,2,1,1,1,9,1,10,43,0,38,0,0,0,,,,,,,,,,3,0,0,0,0,2,2,13,0,1,1,,1,3,0,2,4,4,2,2,3,1,1,3,3,2,3,3,1,3,2,3,3,2,1,2,2,1,2,3,3,2,3,3,3,2,1,0,2,3,3,5,1,0,0,0,0,1,0,0,0,,1,,,5,5,17,1,10,,,,,,,,,,,,,,,,,
9099,0,0,51,9,1,594,14,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,2,1,1,2,29,1,2,2,10,2,,1,,1,1,0,0,1,2,7,1,15,0,1,,,12,22,1,9,9,1,2,1,2,1,2,1,9,1,33,1,0,0,0,0,0,,,,,,,,,,3,0,0,0,0,2,2,7,0,1,1,,2,2,0,1,3,3,2,2,3,4,1,4,3,4,3,3,1,3,3,3,3,3,1,3,3,1,2,2,3,1,3,3,3,3,1,0,1,3,3,5,2,0,0,0,0,0,0,0,2,3,2,1,5,5,3,16,1,10,,,,,,,,,,,,,,,,,
9100,0,0,51,1,1,594,20,4,10,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,2,12,1,3,1,,,,1,,4,12,0,0,1,0,0,1,,,2,2,1,1,5,1,3,3,3,3,1,2,2,2,1,3,1,10,59,0,1,0,0,0,1,2,1,,1,,1,1,3,4,20,1,10,99,2,4,39,0,2,1,,2,1,0,4,1,2,2,3,3,3,2,3,2,2,3,2,3,3,1,3,2,3,1,3,3,1,3,3,3,1,3,3,3,3,2,0,2,5,5,7,8,0,5,0,3,0,0,0,0,4,1,,,3,3,12,2,80,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9101,0,0,51,1,2,594,20,4,11,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,,,,,,,,2,3,3,3,5,0,2,3,5,1,,,2,4,1,1,2,1,3,3,1,2,1,2,1,1,2,9,2,59,10,0,10,0,0,0,4,3,1,,1,,1,1,3,3,6,0,3,99,9,1,99,99,9,1,,5,5,77,3,1,4,4,2,1,3,1,1,1,3,3,3,2,3,3,4,1,2,1,1,3,3,1,3,3,2,3,1,3,3,2,0,1,7,7,7,9,0,6,0,3,0,0,0,0,4,1,,,2,1,12,1,60,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9103,0,0,46,1,1,596,20,4,5,1,3,2,1,2,1,1,1,1,2,1,3,1,1,1,2,2,1,1,1,1,2,1,1,1,3,1,1,2,1,1,2,25,1,3,2,6,2,,1,,3,3,0,0,7,0,0,1,,,1,,,10,31,1,2,3,1,2,1,2,1,1,1,1,1,43,46,0,38,0,0,98,1,3,1,,2,5,2,1,3,3,6,0,2,3,2,1,98,2,2,1,,1,3,6,3,2,3,2,2,3,1,1,2,2,4,1,1,1,4,1,1,2,1,1,3,1,1,1,2,3,1,1,3,3,2,1,61,1,4,7,7,2,0,0,0,0,1,1,0,0,1,2,1,1,1,4,16,1,50,,109,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1
9105,0,0,46,1,1,594,14,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,0,5,1,2,2,1,2,19,1,1,2,3,2,,1,,3,3,0,0,5,0,0,1,,,1,,,12,20,1,2,3,2,1,1,2,1,1,1,1,3,39,10,0,31,59,0,0,,,,,,,,,,3,0,0,0,0,2,1,9,0,1,1,,2,1,50,1,2,3,3,2,3,4,1,4,3,2,3,3,1,3,3,2,2,3,3,3,2,1,2,2,3,1,3,2,3,4,1,0,1,3,1,3,2,0,0,0,0,1,1,0,0,3,1,,,3,4,17,2,80,,,,,,,,,,,,,,,,,
9106,0,0,46,1,1,548,14,1,,,,1,1,2,2,2,2,2,2,1,6,1,1,1,1,2,2,1,1,1,2,1,1,1,6,3,1,2,1,1,2,0,2,1,1,,,,1,,3,12,0,0,5,0,0,1,,,2,1,2,10,98,1,2,3,1,2,1,2,1,1,1,1,2,23,2,57,0,0,0,0,2,3,1,,1,,2,1,1,3,4,0,0,2,2,1,99,99,9,1,,2,2,0,4,3,3,2,4,4,4,4,4,9,4,4,4,4,4,4,4,3,4,1,3,3,1,4,3,3,4,3,3,3,3,1,6,1,5,5,5,2,0,0,0,0,1,1,0,0,3,2,2,2,3,3,14,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9107,0,0,46,1,1,816,14,1,,,,2,1,2,2,1,1,2,2,1,5,1,1,1,2,2,2,1,1,1,3,1,1,1,6,1,1,2,1,2,2,14,2,3,1,,,,1,,1,3,0,0,3,5,6,2,7,0,1,,,2,10,1,1,3,3,2,2,1,1,1,3,1,1,5,10,29,13,0,0,0,1,2,1,,1,,2,1,1,3,6,0,3,6,2,1,34,3,1,1,,2,1,0,1,3,3,2,1,3,1,1,1,3,1,1,2,1,2,2,1,3,4,2,3,1,1,1,3,3,4,3,1,3,1,1,65,1,4,4,7,1,0,0,0,0,1,0,0,0,,2,6,1,3,5,14,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9117,0,0,11,1,2,599,20,4,13,2,7,2,1,2,1,1,1,2,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,6,1,1,2,1,1,2,8,2,3,1,,,,2,2,,,,,,,,,,,1,1,1,2,9,1,2,3,1,2,1,2,1,1,2,1,1,8,9,10,0,0,0,0,1,3,1,,2,5,2,1,3,3,3,0,1,6,2,1,20,0,1,1,,1,1,0,4,1,1,1,3,3,4,2,3,1,3,1,1,4,3,2,3,1,1,1,2,2,3,3,3,3,1,3,2,4,3,1,0,1,4,3,5,12,1,0,1,6,2,2,0,0,2,1,,,2,4,12,1,91,,,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1
9118,0,0,11,1,1,599,20,4,13,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,6,1,1,2,1,1,2,8,2,3,2,4,2,,1,,5,5,0,0,5,0,0,1,,,1,,,4,15,2,3,3,2,2,1,3,3,2,1,9,2,1,59,0,21,0,0,0,1,1,1,,1,,1,1,2,6,1,0,0,6,2,1,20,0,1,1,,3,1,0,4,3,3,1,2,3,3,2,2,1,3,3,2,4,4,4,2,2,2,1,3,2,3,2,3,3,1,3,2,2,2,1,0,3,4,4,5,13,1,4,1,2,2,2,0,0,2,1,,,3,3,10,2,80,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9119,0,0,44,1,1,599,14,1,,,,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,0,5,1,1,,1,2,10,2,3,2,20,3,3,1,,3,1,0,0,1,7,0,1,,,1,,,7,12,1,9,9,1,1,1,9,1,9,9,9,4,10,6,0,10,0,0,99,,,,,,,,,,3,0,0,0,0,9,1,99,99,9,1,,2,9,0,4,1,3,1,2,3,1,1,1,3,1,3,3,1,3,4,4,1,4,3,1,1,1,4,1,3,1,3,3,3,3,1,0,1,3,1,4,1,0,0,0,0,0,0,1,0,,2,8,2,2,1,14,1,10,,112,,,,,,,,,,,,,,,
9120,0,0,44,1,1,599,14,1,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,5,1,1,,1,2,99,1,1,2,3,2,3,1,,5,1,3,5,2,5,0,1,,,1,,,1,3,1,9,9,1,1,1,9,1,9,1,9,2,1,0,0,4,0,0,0,,,,,,,,,,3,6,0,6,0,2,1,22,0,2,1,,2,2,1,3,1,3,3,2,3,1,1,3,1,1,3,1,1,3,3,2,2,3,1,2,3,3,2,2,3,1,3,3,1,3,1,0,1,5,5,6,3,0,0,0,0,0,1,1,1,2,1,,,4,4,16,1,10,,,,,,,,,,,,,,,,,
9121,0,0,45,9,1,599,14,1,,,,1,1,2,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,4,3,1,2,2,1,2,99,9,3,2,1,2,,1,,5,3,4,0,2,4,7,1,2,0,1,,,1,8,1,3,2,1,2,2,2,2,2,1,1,2,1,0,0,1,0,0,0,9,9,9,9,9,9,9,9,9,5,4,0,2,2,2,1,21,0,1,2,60,1,2,64,4,4,3,4,4,3,1,1,4,9,2,1,1,1,3,3,3,1,2,1,4,3,1,3,3,3,1,3,3,3,2,1,0,1,5,4,6,1,0,0,0,0,1,0,0,0,,1,,,4,3,13,2,80,,,,,,,,,,,,,,,,,
9125,0,0,45,1,1,599,14,1,,,,1,1,2,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,2,25,1,3,1,,,,2,2,2,4,0,0,1,2,7,1,,,1,,,2,2,1,3,3,2,1,1,1,1,3,1,1,3,70,10,0,21,0,0,2,,,,,,,,,,6,1,0,0,0,1,1,99,99,1,1,,1,1,0,4,3,3,3,2,3,2,4,3,3,4,3,3,1,3,3,3,3,3,3,3,1,1,1,3,3,4,3,4,3,3,1,0,1,1,1,4,2,0,0,0,0,1,1,0,0,3,2,1,1,3,4,17,1,10,,113,,,,,,,,,,,,,,,
9127,0,0,45,1,1,598,14,1,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,2,30,1,3,1,,,,2,2,3,4,0,0,1,0,0,1,,,1,,,3,10,1,2,3,1,1,1,1,1,2,1,9,2,10,0,0,39,0,0,0,,,,,,,,,,3,999,999,999,0,9,1,99,99,9,1,,2,2,0,4,3,3,1,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,1,1,3,1,2,3,3,1,3,3,3,3,1,10,1,4,4,5,2,0,0,0,0,0,0,1,1,3,1,,,2,4,16,1,72,1,14,,,,,,,,,,,,,,,
9128,0,0,45,1,1,599,14,1,,,,2,1,1,1,1,1,2,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,1,2,2,1,2,33,1,3,1,,,,1,3,4,4,0,0,1,2,0,2,1,0,1,,,1,5,1,1,9,1,2,2,3,2,2,2,9,1,10,4,17,26,0,0,2,2,2,1,,2,2,1,1,2,3,4,1,0,2,2,1,20,0,1,1,,2,3,0,3,1,3,2,3,3,4,1,3,2,2,3,4,1,3,2,3,1,1,4,1,3,3,3,3,3,1,3,3,3,3,1,0,1,6,4,6,2,1,0,0,0,1,0,0,0,1,1,,,4,5,17,1,10,,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
9129,0,0,45,1,1,599,14,1,,,,2,1,2,1,1,1,1,1,2,3,1,1,1,1,2,2,1,1,1,2,1,1,1,3,1,1,2,1,1,2,23,1,3,1,,,,2,2,,,,,,,,,,,1,,,0,3,1,3,9,2,1,1,3,1,3,1,2,3,10,0,0,4,0,0,0,2,2,1,,2,5,1,2,2,5,6,0,3,99,2,1,99,99,9,1,60,2,2,0,1,3,3,3,3,3,1,1,2,3,3,3,1,1,4,3,3,1,3,1,1,3,1,1,3,3,4,1,1,3,3,1,0,1,3,3,4,6,0,0,3,0,1,0,2,0,4,2,3,1,2,4,16,1,10,,115,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1
9130,0,0,45,1,1,193,14,1,,,,2,1,2,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,2,2,1,1,1,3,3,1,2,3,1,2,20,1,2,2,2,2,,1,,1,3,0,0,6,0,0,1,,,1,,,1,5,1,1,3,1,2,1,2,1,2,2,2,2,10,4,6,22,59,0,1,2,2,2,1,1,,2,1,2,3,3,0,2,2,2,1,20,0,1,1,,2,4,6,1,3,3,3,2,3,1,1,3,3,3,3,3,1,3,4,3,3,3,4,3,1,3,1,3,3,4,3,3,3,2,1,0,1,5,5,5,3,0,0,0,0,2,1,0,0,3,2,2,1,3,3,15,1,60,,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
9132,0,0,45,1,1,598,20,5,4,1,7,2,1,2,1,1,1,2,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,2,2,1,2,30,1,3,2,3,3,9,1,,5,4,0,0,1,6,0,1,,,1,,,10,20,2,1,3,3,2,1,2,2,2,1,9,3,4,10,0,1,17,25,0,4,3,2,8,1,,1,2,2,4,12,1,2,1,2,1,21,0,1,2,60,4,4,18,1,3,3,3,1,3,1,1,3,3,1,3,3,1,3,3,3,1,3,4,3,1,1,1,1,1,3,3,3,3,3,1,78,1,3,3,5,4,0,0,2,0,1,0,1,0,2,2,2,1,4,4,16,1,10,,115,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
